Rating,Description,Pros,Cons,Author Info,Resignation Reason
2.0,,Wlb because we are a tax company pretending to be a tech company.That's really it,Compensation is not competitive.Ambiguous policy and future in regards to remote work.Purely evil capitalistic hellhole.I wake up every day loathing this company and how many times it's been sued for duping low income taxpayers.,"Verified User Current Employee  R*****  Software Engineer - May 5, 2022",
5.0,WLB and great values!,- Great WLB- Great benefits- Decent comp- Cares for you,"None at the moment, will update when I see some","Verified User Current Employee  X*****  Software Engineer II - May 6, 2022",
4.0,Pretty great,Pretty good work life balance. Culture seems different depending on who you talk to but on average it's pretty positive in my opinion.  ,Depending on who you're working with or what team you might be on you may experience negative wlb or culture fit.  Move teams If that's the case.,"Verified User Current Employee  I*****  Software Engineer - May 5, 2022",
3.0,People are treated with respect,The company's mission to power prosperity around the world resonates with many,Too much politics. It is all about relationships and not about your work.,"Verified User Current Employee  s*****  Business Operations Manager - May 5, 2022",
4.0,Good work life balance,Good work-life balancegood benefits for full time employeesInteresting tech,"Kind of political, too much time spent making sure credit was given to our teamManagement lacks transparency Multicultural team had lots of simple communication issues","Verified User Current Employee  h*********  Software Engineer I - May 5, 2022",
4.0,Great opportunities to grow but manager can't support,"- Generally, good WLB- Most people are nice- Given opportunities to grow and get promoted",- Non-technical managers in technical roles- High attrition- Some teammates are not up to standard,"Verified User Current Employee  q*****  Technical Program Manager - May 3, 2022",
5.0,"Great work life balance, perks and benefits","Good tech stack to work, learn and explore in the infrastructure space.Frequent hackathon weeks to focus on innovationExcellent perks and benefits",Management is sometimes clueless how and if they want to steer the org towards adopting new technology and automation,"Verified User Current Employee  s********  Staff Applications Engineer - May 3, 2022",
3.0,Good work life balance,The company has good benefits program and good work life balance.,The company has very few good leaders and needs more of them.,"Verified User Current Employee  r*****  Senior Software Engineer - May 2, 2022",
4.0,"If you want great WLB, nothing can beat Intuit",- Great WLB- People see each other as people.- Engineers have lot more say- Career growth prospects are great,- Not great compensation- Pace lower than FAANG- Complexity and scale is also lower than FAANG.,"Verified User Current Employee  P*****  Staff Software Engineer - May 2, 2022",
4.0,It's a great place to work,"My team is really great, everyone is supportive and resourceful ",Just joined for 4 months. Everything is good for now ,"Verified User Current Employee  Z******  Product Designer - May 1, 2022",
3.0,Friendly Company,"Good work environment, nice people, pretty good work-life balance, and good mentorship.","relatively low compensation, doesn't have many exciting things going on because their products do not have too many competitors.","Verified User Current Employee  S*****  Software Engineer - May 1, 2022",
4.0,Employee centric ,Good tech stack and employee friendly benefits. Nice wellness benifits,Lots of meetings and people focus on showcasing more are moved up the ladder faster,"Verified User Current Employee  V*****  Senior Software Engineer - May 1, 2022",
4.0,"Great WLB. Not an engineer first culture, you have to constantly talk about your accomplishments to stand out.","Great WLB. I've never been forced to work after 5 or weekends. Great 401k, perks and wfh setup help.","Not an engineer for the culture. Middle management needs cleanup. They don't have too much knowledge on technical aspects, so you to stand up for your work and make sure you get credit for it. Pay isn't close to what top companies pay for tech talent. ","Verified User Current Employee  M********  Mobile Developer - Apr 30, 2022",
5.0,Great work life balance ,"Customers centric culture, great design community and innovative catalyst growth",Almost impossible to get a promotion if you're not working in the Core team,"Verified User Current Employee  L********  UX Designer II - Apr 30, 2022",
3.0,Average company with poor compensation ,Good culture overallGood perksHybrid work option Good location ,Horrible promotion processComplex processesDoes not pay wellLow base,"Verified User Current Employee  a*****  Software Developer III - Apr 29, 2022",
5.0,Good people and WLB,Joined during pandemic and people are helpful and responsive. WLB is great ,Lack of strong ecosystem approach with different products experiences disintegrated vs coherent ,"Verified User Current Employee  C*******  Senior UX Researcher - Apr 29, 2022",
3.0,Long time employee - It's not what it used to be and it's getting worse...,"- Stability- Smart and motivated people- Name recognition- Comp, benefits, and perks","- Work-life balance is horrible as me and my team regularly work 50-60 hours a week- Processes are atrocious (e.g., Unified Planning is a nightmare across the company)- Vaccine mandates are ridiculous... no consideration for natural immunity, endemic stage, etc.- Cross-functional team disfunction and friction drains well-being and makes work suck","Verified User Current Employee  M********  Group Product Manager - Apr 27, 2022",
4.0,"Overall, good experience with some small adjustments needed. ","-Great management, good company culture, and lots of learning opportunities. ",Compensation is lower compared to other countries with similar positions. ,"Verified User Current Employee  j****  Research Analyst - Apr 27, 2022",
3.0,Politics and personal grudges,"Great benefits, rewards and health benefits Work life balanceNo other pros",- no growth- bad politics due to which employees suffer,"Verified User Current Employee  b******  Business Analyst - Apr 27, 2022",
4.0,Good benefits,"Great benefits and pay, especially compared to others in the same field","Some teams can be pretty terribly managed, gets to be a bureaucratic mess sometimes","Verified User Current Employee  w******  Software Engineer - Apr 27, 2022",
2.0,Okayish WLB,"The benefits are very very good here, best in industry","Work is not challenging enough, and people say things like politics, idk","Verified User Current Employee  K*****  Software Applications Engineer III - Apr 26, 2022",
4.0,Loving it so far ,"Loving it so far. People are nice, there's lot of focus on career development and good wlb",Nothing specific at the moment but yes Company can improve on RSUs allocation. ,"Verified User Current Employee  f*****  Engineer - Apr 25, 2022",
4.0,Great place to work,Great culture and perks and benefitsGood wlbGreat peers,Too many re orgsLearning becomes stagnant after some time.,"Verified User Current Employee  p*****  Software Engineer I - Apr 24, 2022",
2.0,Intuit's culture is changing ,"Benefits, most people are great to work with, fitness center. ","Increasingly woke culture, they say to bring your whole self to work, but you have to be vaccinated ( no other options allowed). Not a good fit if you are conservative.  ","Verified User Current Employee  W*****  Executive Assistant - Apr 23, 2022",
2.0,Horrible work life balance,"Good benefits, relocation help, you just need to go one day a week to the office ","4 months there and working shifts of 12, 13 hours sometimes, also management questioning if you actually worked and asking for status every 5 minutes.","Verified User Current Employee  E*****  Software Engineer II - Apr 22, 2022",
4.0,Some politics. Some good ppl but some bad,Some opportunities but need to find the right opportunity to follow,Lots of defects. Poor QA. Politics here and there. Period,"Verified User Current Employee  K*****  Software Engineer - Apr 21, 2022",
4.0,"Great values, culture, mission, but process heavy and slow",Work environment and company culture is terrific. One of the top pay masters with generous rewards and benefits. Talented teams to work with and learn from. Leadership is very empathetic and responsive.  Many free resources for learning. ,"Serious work life balance issues due to poor planning. Burn out and lack of well-being are top issues leadership is tackling. Obviously resulting in attrition of top talent. Meeting heavy and management heavy, resulting in busy work and fatigue","Verified User Current Employee  T*****  Product Manager - Apr 21, 2022",
4.0,Great culture,"Takes good care of employees, teams are welcoming. Like it","Little politics, sometimes management doesn't involve contractors in bigger vision ","Verified User Current Employee  g*****  Senior Front End Developer - Apr 21, 2022",
3.0,"Good perks, no work-life balance. Politics is soul crushing ","Smart people, and good perks. Lots of opportunity to learn","Politics, cliques, no work-life balance. Promos are non-existent for majority of the employees.","Verified User Current Employee  l*********  Senior Software Back End Engineer - Apr 21, 2022",
5.0,GreaT great great great,"It's a great place to work, great pay and a lot of opportunities ",It's going through a transformation and there are some whiners,"Verified User Current Employee  I*****  HR leader - Apr 20, 2022",
1.0,Racist management / Political Agenda not focus'ed on the business,"Pay is decent, lower level company employees are awesome. ",If you are a white male they actively brag in emails about paying you 3% less.,"Verified User Former Employee  M*****  Staff Software Engineer - Apr 20, 2022","Racist management, If you are a white male they actively brag in emails about paying you 3% less."
4.0,A tech company with big vision,"Great benefits, wlb depends on the team, interesting problems if you get a good team","Some cocky colleagues, too political, compensation below average, not remote friendly","Verified User Current Employee  n******  Software Engineer III, Quality - Apr 20, 2022",
5.0,Great WLB,WLB is really great here and people are super helpful,Nothing any such yet except too much of WLB is harmful;,"Verified User Current Employee  K*****  Machine Learning Engineer - Apr 20, 2022",
5.0,"Authentic welcoming culture, employee and customer centric","I've yet to encounter anyone I don't like, design is valued, endless learning, management is transparent, great work life balance as we navigate the hybrid world",Takes time to get promoted but well worth the growing pains to get there ,"Verified User Current Employee  A****  Visual Designer - Apr 19, 2022",
4.0,Great work life balance. Mostly people are good to collaborate ,Good long term programs and interesting problems to solve . Managers are easy to work with ,Slow promo process. Lot of people in line for promotions who are longer than 10 years ,"Verified User Current Employee  L*****  Staff Program Manager - Apr 18, 2022",
5.0,"Great company - good Benefits, WLB - ok comp","Great work-life balance - company values wlbGood benefits - generous 401k March, ESPP, holidays","Compensation is mediocre given that most companies are remote friendly now promo process is long and tedious - in addition to actually doing impactful work, you now have to present it to random engineers who decide your promo fate ","Verified User Current Employee  d******  Senior Site Reliability Engineer - Apr 18, 2022",
4.0,Just another big tech company with big tech benefits and big tech problems,Pretty good compensation and pretty useful products. Some really interesting and kind people who work here. Some leadership seem strong and caring.,"Grow and stifle competition through acquisitions. Lack of focus on customer problems in corporate strategy (all about business problems, like how to charge more for the product). Some tokenism and similar practices going on like at many tech companies - some people are put into positions of power because of their identity not competence - superficial diversity on teams sometimes seems to matter more than actual collaboration and performance.","Verified User Current Employee  r*********  Market Research Analyst - Apr 17, 2022",
5.0,Great work life balance,Great work-life balance Great management Gret benefitsGreat colleagues ,Too much work-life balance Engineering standards could be a bit higher ,"Verified User Current Employee  a*****  Software Engineer II - Apr 16, 2022",
5.0,Great place to work at early on!,"- Good Management with clear product vision- Culture is one of collaboration- Minimal deadlines, very good WLB-",- Compensation is on the lower end of the market right now- Career Growth is often manager dependent and its unusually hard to break into a higher level even with a large body of good work,"Verified User Former Employee  n*********  Software Engineer II - Apr 15, 2022","Got much higher comp elsewhere, currently looking at a factor of (1.5X from google) to nearly 2.5X from some startups. "
3.0,Good company,Generally good benefits and pay. Nice coworkers. Listens to employees. ,Internal systems are out of date and needs a lot of work ,"Verified User Current Employee  P*****  HR Manager - Apr 15, 2022",
4.0,Good company with a handful of stupid people,"Good work-life balance for most of the teams, decent compensation and a set of few good colleagues.",There are many stupid people running around with their mouths and getting all the attention and power in some teams. Usually the loud mouthed ones are the ones to get good raises and promotions.,"Verified User Current Employee  W*********  Software Engineer - Apr 9, 2022",
4.0,Great tech  projects and colleagues,Great techWork life balanceIntelligent colleagues Great projects Have vision,"Compensation must be betterTeam engagement must be better, because of online there is no team engagement only work  ","Verified User Current Employee  M********  Software Developer - Apr 7, 2022",
3.0,"California, no permanent wfh, low tc","Fun, chill, games on fridays, wfh until may 16, not sam francisco","California taxes and COL (san diego), no permanent wfh, low tc","Verified User Current Employee  A********  Software Engineer - Apr 6, 2022",
3.0,Great benefits come with political leadership,"Some of the most competitive PTO I know of (2 weeks vacation, plus 2 weeks supplemental time during COVID, and sick time) and great benefits in generalFun and interesting problem spacesPeople are generally pretty friendly","As you've probably heard many times by now, political environment. Appearances are definitely valued at the same level as actual work. Direction from leadership is erratic. Priorities change often. Lack of courage/vision to stay the course and do right by customers. Top-down decisionmaking.","Verified User Current Employee  p********  Designer - Apr 5, 2022",
4.0,"It's a solid stable company - low risk, fair culture",- Great work life balance.- Products have solid market share and are not likely to fall out of fashion- ppl are friendly and warm in most teams- good pay and benefits,"- Very politics driven. You don't need a solid case for your project, you need to know the right people and have good relationships with them.- It's a follower. Intuit waits for Google and Facebook to make decisions and then copy their policies.","Verified User Current Employee  n*********  Data Analyst, Staff - Apr 5, 2022",
4.0,Good wlb manager does not want to work,Good wlbDecent pay not too high not low eitherKind people,Managers are badThey dont want to workPromotions are politicalMicromanaging idiots,"Verified User Current Employee  o********  Software Engineer II - Apr 5, 2022",
3.0,Great talent and work life balance,Lots of great product leaders with deep industry knowledge and many fast-growing business segments,Comp isn't as high as some other companies and strategy tends to be more risk averse,"Verified User Current Employee  n********  Product Manager - Apr 4, 2022",
4.0,Good people and WLB,1. My team is mostly good to work with and my managers seem to care2. WLB is good 3. Above average benefits,1. Quotas became unrealistic 2. Some of the SLT are completely disconnected from the market we serve3. Comp is lower than market,"Verified User Current Employee  z*****  Sales & Business Development Manager - Apr 4, 2022",
4.0,Decent wlb low pay compared to peers,Nice co workersGood tech (full aws)Nice Bay Area office,PayWork life balance for some depending on the  team,"Verified User Current Employee  A*****  Software Engineer - Apr 4, 2022",
4.0,Good work life balance,So far no complaints about the company. Work life balance has been great,Very large company so things tend to move slower than what I use to,"Verified User Current Employee  x*****  Designer - Apr 2, 2022",
4.0,Great WLB but management sucks,Good culture and friendly teams. Need to play the right politics to get promoted ,Promotion process can be improved. Metrics should be more transparent ,"Verified User Current Employee  o*****  Software Engineer II - Apr 2, 2022",
4.0,So far so good,"Pretty flexible work environment, but might heavily depend on team. Even though i have not been personally involved, it seems there is a lot of office politics.","Recruiter mentioned to have remote work as a perk while joining, but now they seem to be walking back on that","Verified User Current Employee  i*****  Big Data Engineer - Apr 2, 2022",
4.0,Really depends on team,"Good work life balance, good company vision, good perks, good team","Poor management, lot of middle managers, some senior leader jump ship after re org making career growth very problematic","Verified User Current Employee  K*****  Staff Software Engineer - Apr 2, 2022",
5.0,Good balance of pay/hr work,"WOrk life balance awesome Perks 401k, health fitness subsidyBest is spotlights ",Politics and networking Too slow to moveEngineering is chill,"Verified User Current Employee  R*******  Engineering Manager - Apr 1, 2022",
5.0,Good benefits and work culture ,Benefits Growth opportunities Work culture Work life balance is great ,Compensation could be better They have Not fully adopted wfh,"Verified User Current Employee  g******  Software Engineer - Mar 31, 2022",
4.0,Great Benefits. Good WLB. Okayish work.,Benefits are on par with any other big tech player in India,Work sometimes gets very uninteresting. Things may not seem cutting edge all the time.,"Verified User Current Employee  E*****  Senior Software Engineer - Mar 31, 2022",
4.0,"Great WLB, work can be interesting depending on the team",The work isn't hard and the culture is solid ,"A lot of people that do very similar functions that don't talk to each other, can be easy to work in a silo depending on team leadership","Verified User Current Employee  n*****  Senior Research Manager - Mar 30, 2022",
3.0,It's alright,Culture seems pretty good and work life balance is definitely evident compared to other orgs,"Not a high bar in my function for people coming in, and management is definitely questionable, especially in my function. ","Verified User Current Employee  y*****  Talent Acquisition - Mar 30, 2022",
4.0,Good but hybrid,"Above average pay and benefits, decent WLB on most teams","Pushing for Hybrid, limited work opportunities, too many meetings and alignment","Verified User Current Employee  0****  Software Applications Engineer - Mar 24, 2022",
4.0,"Decent tc, good wlb",Management is good at sticking to a good wlb so that's good. Company culture is good. ,Prepare for wlb to suffer a bit during tax season ,"Verified User Current Employee  I*****  Senior Software Engineer, Tech Lead - Mar 24, 2022",
4.0,Good work life balance ,Good work life balance Benefits are goodEmployee friendly company ,"Salary compensation could be betterNot much onsite opportunity, could improve on this","Verified User Current Employee  p*****  Senior Software Back End Engineer - Mar 24, 2022",
2.0,becoming amazon but without benefits,work can be really easy or really hard. it depends on the team,low comp compared for the work you have to do compared to most companies. ,"Verified User Current Employee  o*****  Staff Engineer II - Mar 23, 2022",
5.0,Great work place ,"Powering prosperity around the world mission is inspiring. Innovative, great ppl and great comp","Org politics are sometime slowing intuit down, on the other side might not be different from other corps","Verified User Current Employee  h*****  Director Business Operations - Mar 23, 2022",
4.0,"Great work life balance, and everyone is friendly and nice to work with.","Incredible work life balance, everyone is friendly and helpful. People seem to care about other employees wellbeing.",Salary Compensation is absolutely non competitive. This is a good I need a break from the grind job. Solid 9 to 5 but with current situation others offer equal work environment with much higher pay.,"Verified User Current Employee  d*********  Software Engineer II - Mar 22, 2022",
4.0,Great exposure and space to grow,Great benefitsGood cultureSports and health benefits are good,Hectic workPay not according to market standardsHR not good referrals are never interviewed by them,"Verified User Current Employee  H*****  Senior Software Engineer - Mar 22, 2022",
3.0,Great company to start SWE career ,Work life balance Technology at scale so much to learn ,Slow career growth for middle management  Lot of red tapes,"Verified User Current Employee  J*****  Group Engineering Manager - Mar 20, 2022",
4.0,Work life balance and culture better than a traditional accounting firm,Work culture BenefitsWork life balanceGreat productSan Diego location,CompensationOld school RecognitionMiddle managementCareer growthMediocre employees ,"Verified User Current Employee  P*********  Tax Analyst - Mar 17, 2022",
4.0,Good PM fundamentals,"Good PM practicesOn the right team, it can be very rewarding ",All politics all the timeTeam dependent as to how interesting tech is ,"Verified User Current Employee  u*********  Product Manager - Mar 16, 2022",
4.0,Great people and culture. Needs to play catch up on comp,- Work life balance is a reality- Awesome People/colleagues- Top notch Benefits- ,- Low Compensation needing major correction- Clunky home grown technology,"Verified User Current Employee  s*****  Marketing Manager - Mar 16, 2022",
4.0,Excellent Work Life Balance,- amazing work life balance - competitive pay- great effort into culture and empowering employees,- slow moving company when it comes to change which does become frustrating if you're looking to move fast,"Verified User Current Employee  s******  Senior Business Analyst - Mar 16, 2022",
5.0,Great work life balance,Great work life balanceGreat benefit's like 401k and health,Legacy system just spend time in backward compatibility Too much time waste in decision making ,"Verified User Current Employee  f*****  Software Developer - Mar 15, 2022",
4.0,Great work life balance,"Open door policy, great work life balance, everybody is extremely friendly and easy to work with. ",Total compensation is comparatively low in comparison to other Tier 2 companies. ,"Verified User Current Employee  O*****  Operations Management - Mar 15, 2022",
4.0,Good work life balance,Good work life balance .Good manager feedback systemDiversity.,Payscale not the same as peers relatively on a very low side. ,"Verified User Current Employee  p*****  Software Engineer II - Mar 15, 2022",
3.0,Everybody holding onto info and not tell other people,"It felt somewhat like an old fashion software company, which is good, compared to the chaotic Uber or Facebook nowadays","Everybody seemed to hold onto information they know and not write it down.  Even the manager is part of it.  What is deal?  So that they all have power and job security?  So that it is like a small worker's union and they have protection against the company?  So the company have to give them salary raise and cannot fire them easily?  Oh well oh well...  I thought I went into the company doing software engineering, not union formation","Verified User Current Employee  g********  Senior Software Engineer - Mar 14, 2022",
5.0,Good benefits ,Coworkers. Good perks. Good system and management. I like it. ,No Work life balance. Takes too long for promotion. No free food.,"Verified User Current Employee  N****  Senior Software Back End Engineer - Mar 14, 2022",
4.0,Good work life balance,Good work life balance. Lot of support for ML. Flexible office ,"Hard to ensure career growth if your manager is not advocating for you. It's a big company, if you want to succeed you gotta play the game.","Verified User Current Employee  f***  Data Scientist - Mar 13, 2022",
3.0,"Decent WLB, okay comp, great benefits","Intuit has great benefits and perks. WLB has historically been good, but apparently has gotten worse recently. Compensation is fine compared to many in its peer group (PayPal, Adobe, Salesforce). Tech stack could be worse, and there's decent internal tooling for developers.","Career progression is a slog. The company tries to act like a modern tech company, but actually operates like a typical large corporation. Lots of politics, especially among middle management, which creates a tendency to micromanage.","Verified User Current Employee  L*****  Software Engineer - Mar 12, 2022",
4.0,excellent work life balance,"Excellent stability, culture, and work life balance.  Everyone here is extremely helpful and friendly. ",Not many opportunities to move up. Tried to get hired internally as a FTE but not many openings. ,"Verified User Current Employee  b*******  Client Services Representative - Mar 12, 2022",
5.0,Great culture and perks,"People are really nice and they stay for long times, both in US and India (where I work) because of how well the company treats employeesAmazing perks and benefits - check out Intuit Benefits website for this, it's publicBig focus on internal mobility, I got to switch teams after 1 year and had more options beyond the one I tookIt's a great place to be. A well received brand in the hiring market, many inbound leads for PM openings. Team members who left job here went to pretty good places too. ","Late night calls because customers and teams are based in US. At senior levels, it can get hectic with meetings and huge number of stakeholders, but I'm sure that's everywhere.","Verified User Current Employee  v*********  Product Manager II - Mar 11, 2022",
4.0,Great Benefits,Benefits package is well rounded and definitely stands out from competitors.,Information overload and potential for burnout appears high and inevitable. ,"Verified User Current Employee  X*****  Analyst Software Engineer - Mar 11, 2022",
4.0,"Good WLB, slow career growth","Respectful of an engineer's time, management tries to reduce meetings as much as possible. Work life balance is good. Great perks + benefits.",Hard to get promoted unless you have a good manager. Compensation is average. ,"Verified User Current Employee  t*****  Software Engineer - Mar 10, 2022",
2.0,Good culture among people,The people are generally very nice and help out as much as they can.,"Management is questionable, lots of politics and managers aren't technically inclined. Depending on the team you join, there's limited amount of growth based on the talent you work with.","Verified User Current Employee  d********  Software Engineer II - Mar 10, 2022",
4.0,Not as innovative as one would think,"Great people to work with, WLB, remote work is indefinitely optional, compensation is decent. ","Not very high standards for quality work, projects are rushed to production without a second thought of scalability or impact on end-to-end experiences, which always leads to problems down the line.  ","Verified User Current Employee  P*******  Senior Product Designer - Mar 7, 2022",
4.0,Your work life balance highly depends on the team and manager ,Learning opportunities for new gradGood career path Good compensation ,Work-life balance Politics between teamsEnvironment gets toxic at times ,"Verified User Current Employee  r*******  Data Analyst I - Mar 6, 2022",
3.0,So much corporate bloat,Most people are really friendly and kind. Lots of interesting initiatives employees can take part in.,"the production-grade solution this other team made is too complex, let's build our own! All. The. Time.","Verified User Current Employee  r********  Software Engineer II - Mar 6, 2022",
3.0,"Good wlb, low pay",Good wlbGood cultureTeammates and manager are nice and helpful,Low payNo learning opportunitiesNo career growthNo fully remote ,"Verified User Current Employee  w*****  Software Engineer - Mar 6, 2022",
4.0,Employees first approach and good transparency. It's becoming more tech company than it was before. Politics,"- Work life balance - Culture - Fully in AWS- Ability to impact and influence (depends on the team, location and role)- Customer obsession - Consensus culture ","- USA centric - most of the company capabilities are owned and led by USA, so sometimes there is no place for a full impact, ownership and growth and too much politics between USA and other regions (India, Israel).- Some of the distinguished engineers (Architects) are totally useless. Some of them draw boxes and play politics about capabilities map and what belongs where and to which box instead of solving real problems or removing obstacles.- The promo process could be crappy sometimes. If you get rejected, very often the feedback and reasoning is unclear, so there's nothing really to do about that. The bar raisers (people who challenge promotion recommendations) and/or assessors are sometimes ridiculous. It feels like it's better to move elsewhere and then return at higher levels. I've seen people doing that.- Sometimes very slow in decisions, but the good thing is that it is consensus driven culture.","Verified User Current Employee  d*******  Engineer - Mar 4, 2022",
3.0,Great work life balance,"Good work life balance, industrial average level salary, not very rush in development progress.","promotion is slow in recent years, not easy for junior engineers to develop career with clear career path.","Verified User Current Employee  o*****  Software Engineer - Mar 3, 2022",
4.0,Decent company with good benefits,Attempt to create good culture for employees who work here. A lot of autonomy.,Can be chaotic and less structured without clear directions from the business or technical side.,"Verified User Current Employee  s******  Software Engineer - Mar 2, 2022",
4.0,"Good WLB , great benefits, management sucks ","Good wlb, good culture and benefits , good perks like 30k opd, 60k wellness etc.",Too much politics in some BUs. Some managers are very political and very biased. Not great in terms of technology. ,"Verified User Current Employee  p*****  Senior Software Developer - Feb 28, 2022",
3.0,"Great WLB, average compensation ","Great Work life balance, good benefits, helpful people, good culture","Average compensation, average growth, boring product, bad politics in India","Verified User Current Employee  G*********  Software Developer - Feb 28, 2022",
3.0,People are nice but work is boring ,"People are nice, easy to reach out and willing to help ",Work is boring and PM is not valuing designer's opinion ,"Verified User Current Employee  J*****  Senior Product Designer - Feb 27, 2022",
4.0,Depends on the team,"Awesome WLB & culture, everyone I work with brings themselves to work. Benefits are great, and working for a recognizable brand that helps people manage their small business or taxes (or both) feels good. Company values are great and so is the CEO. This is not an ageist company and that's rare. Execs seem to really care about diversity and culture. I like working here but there are risks. See cons. ","Managers with pulse scores below 60 are somehow still in leadership roles. Base comp is not competitive and TC relies on a volatile market. The tech debt is embarrassing, many have worked here 15+ years and are resting and vesting.  They've lost touch with modern technology. People without expertise in modern tech have too much power to say yes and no to innovations or recommendations they barely understand. Intuit seems to prioritize a rest & vest mentality over true innovation. If you want to be challenged by working at an innovative technology company, Intuit is probably not for you. Working here can be considered risky if you want to grow modern or futuristic skills. The pro is basic work will be dubbed innovative. But the con is never qualifying for a job at any other technology company. Intuit continues to elevate leaders who lack vision or skills for the future. The opposite of career growth but great if you are looking for a rest and vest lifestyle. There's a lot of benefit to that lifestyle unless you want a career outside of Intuit. ","Verified User Current Employee  a*********  Senior Product Manager - Feb 26, 2022",
4.0,Great WLB and benefits,- Unbeatable benefits. 401k match. Mega 401k. - Great work life and balance.,- Yearly refresh is very low comparing to other tech companies.- Each org has different culture.- Manager likes micro-management. ,"Verified User Current Employee  a*****  Senior Software Engineer - Feb 25, 2022",
4.0,Decent work life balance,Great managerGreat team membersDecent work life balanceGreat company culture,work life balance goes down some whenever you have to spend a week on call,"Verified User Current Employee  j*********  Software Applications Engineer I - Feb 25, 2022",
4.0,Good Work Life Balance,Good Work Life BalanceFriendly teamFun team events ,Slow (only my 3rd week though) Complex lots of different repos,"Verified User Current Employee  P*****  Mobile Developer - Feb 25, 2022",
5.0,Great company all around. A lot of corporate politics and red tape. Limited career growth for most departments ,Great health/ wellness benefits Generous time off Flexible virtual / hybrid work optionsGreat corporate culture Free On-Campus foodStock discounts Great professional training,Corporate politics Little to no communicate between departments lots of red tape to get most things doneHard to grow vertically despite constant emphasis on career growthManagement makes decisions without input and doesn't listen to feedback Internal systems don't integrate or work smoothly despite being a tech company ,"Verified User Current Employee  s*****  Corporate Account Executive - Feb 24, 2022",
5.0,"Great work life balance. Management is very friendly. More importantly, zero politics.",Career growthManagementWork life balancePower to make decisions ,As per my experience it's a very good company and there are no cons as such,"Verified User Current Employee  n****  Data Scientist II - Feb 24, 2022",
4.0,Overall Decent Company to Work for,"Benefits are good, career growth is decent for the first few years especially as a new grad.Stable company, you always know what to expect for better or worse. Lots of people coast and retire at Intuit, the work life balance is really good. ",Not a lot of opportunities to work on cool/new tech. Career growth has a pretty early ceiling for most. ,"Verified User Current Employee  O*****  Senior Software Engineer - Feb 23, 2022",
5.0,All round company ,Nice work life balance. Lot of career growth opportunities. Has decent salary better than national averages,I could say nothing majorly as a con but sometimes i feel company is slow paced and less aggressive in using new technologies ,"Verified User Current Employee  g*****  Analyst II, Business Support and Analytics - Feb 23, 2022",
1.0,Downfall started,"1. Free food, gym(though not useful right now)2. Paternity, Adoption benefits","1. Authoritative nature of people working here from a long time2. Very poor WLB(Only a few teams have decent WLB - which they do marketing of on the social media)3. People are literally rewarded if they post ready-made posts made by the branding team on the social media(creepy way of attracting talent on LinkedIn)4. Comparatively less compensation than other peer companies5. Pretty boring & exhaustive work6. Bought GPTW rankings7. Political company8. Glamourize working more than expected9. Becoming another Amazon, with less pay","Verified User Current Employee  H******  Software Developer - Feb 21, 2022",
5.0,"Great work like balance, good opportunity to learn as a new grad",Good Work life balanceGood learning opportunityTeam members are supporting,Dependency with US teams though it's not a huge problem,"Verified User Current Employee  t****  Software Back End Engineer - Feb 19, 2022",
3.0,Great WLB; average career growth,Good to great Work life balance;Good culture (team dependent),Average career growth;Below average compensation;No option to do fully remote,"Verified User Current Employee  y*  Software Engineer - Feb 18, 2022",
4.0,Great company culture,The people here are friendly and help each other at work,The total compensation is not very competitive with other companies,"Verified User Current Employee  f*****  UX Designer - Feb 18, 2022",
5.0,Good place to learn and grow,Great compensation and friendly people. Allows employees to work on developing their skills.,Work life balance is hit badly due to work from home,"Verified User Current Employee  u*****  Cloud Engineer - Feb 18, 2022",
4.0,Employee Friendly,"Transparency, good exposure, good benefits, decent compensation, access to lot of learning materials",Feels little cluttered and older with some of the tech stacks,"Verified User Current Employee  k******  Senior Software Engineer - Feb 16, 2022",
4.0,"Good benefits, great work life balance",- Good benefits- Great work life balance- Friendly people- Good internal developer tools to get your started quicker,- Frequent reorgs- Sometimes business decisions are not always clear to lower level engineers,"Verified User Current Employee  P*****  Software Developer - Feb 16, 2022",
3.0,Pretty average,Work life balance is decent and surprisingly good diversity in the teams I've seen in my org. Strong upper management in terms of longer term planning.,Way too many meetings. Overall compensation isn't competitive amongst similar sized / slightly smaller US-based companies in Canada,"Verified User Current Employee  m*****  Senior Software Engineer - Feb 15, 2022",
4.0,Good company with decent benefits ,People first culture Very generous benefits (I personally find it that way)Mostly nice folks ,"Too much politics with promotion process, especially for non-Engineers. Processes for the sake of it which takes away time from actual work Lot of terrible managers who can make your life a nightmare. More in the Program Management world. ","Verified User Current Employee  b******  Technical Program Manager - Feb 15, 2022",
4.0,Average,"Good work life balance, strong team culture and room to learn","compensation can be better, lack of clarity in direction of business","Verified User Current Employee  K*****  Senior Software Engineer - Feb 15, 2022",
4.0,Decent company,Generally culture in good across teams. Quality of work and wlb is team specificGood perksDecent salary,Too many meetings. We spend more time on meetings and planning than doing any real work.Too many reorgs and priorties change very frequently.Politics and bad management,"Verified User Current Employee  s********  Senior Software Engineer - Feb 15, 2022",
4.0,Benefits are good,Good benefits Culture depends on team - can be very good or bad ,"Some pockets are not good , culture depends  on team ","Verified User Current Employee  V*****  Software Engineer I - Feb 14, 2022",
