Rating,Description,Pros,Cons,Author Info,Resignation Reason
3,Very political,"great WLB, pay, massive scale and very smart people (not all)",+very political+it's really about who likes you not really about the quality of your work,"Verified User Current Employee s***** Senior Director, Sales Strategy and Operations - May 6, 2022",
5,Comp is meh but I love it here for other reasons,"Lots of funImpactful (if you work on a product like Search or YouTube, you are impacting billions of people around the world)Good foodFun events",Comp is not competitive after you have been there a few yearsDon't feel appreciatedIt's a big company so scandals are bound to happen here and there,"Verified User Current Employee m**** Software Engineer - May 6, 2022",
4,not the old google,still see some pockets of innovative thinking here and there,"becoming a new ibm, looks like its past its prime","Verified User Current Employee A***** Software Engineer - May 6, 2022",
5,Excellent work life balance and good compensation,Work life balanceCompensation is decentFood is good and,Bunch of liberals always complaining about one thing or another.,"Verified User Current Employee E***** Software Analyst - May 6, 2022",
5,Great place to work,Still an innovative company with good work life balance and passionate leadership.,Comp and other benefits are starting to be less competitive,"Verified User Current Employee R***** Software Engineer - May 6, 2022",
5,Great work life balance but less opportunity to promote quickly,"Great work life balance, interesting problem to deal with, free to try ideas, nice coworkers and managers","Less opportunities for quick promo, it's hard to find some high impact projects","Verified User Current Employee Y***** Senior Software Developer - May 6, 2022",
5,First couple weeks,All going well so far. Not a ton of time here so I can't review the best,Team is based in SF while I'm in NY; I hate remote work so that aspect sucks,"Verified User Current Employee E********* Software Engineer - May 6, 2022",
5,Good work life balance,"Interesting work, smart peers, good impact. Satisfying to work here",Bureaucracy. Challenging to navigate. Constant shift in org structure lines,"Verified User Current Employee m**** Product Manager IV - May 6, 2022",
5,Experience at scale,Latest tech from the first hand. Experience to work at mega-large scale.,The compensation is average in industry.Teams leaking. The satisfaction depends on how lucky you are with a team.,"Verified User Current Employee r***** Site Reliability Engineer II - May 6, 2022",
5,Great work life balance,"Great infrastructure to build and manage systems at scale, strong culture and wlb.","Comp is not competitive anymore compared to other companies, slow career growth.","Verified User Current Employee g******* Software Engineer - May 6, 2022",
5,Best company I've worked for,"Great products, smart coworkers and excellent perks. Get a lot of respect from friends and family",Getting big and slow. Hard to ship stuff sometimes. Entitled coworkers,"Verified User Former Employee d**** Engineering Manager - May 5, 2022",Had a good run. Just wanted to try something new
5,Great benefits,"Benefits, wlb, fancy from outside, great talent , cool place to work","Promo is not great, bad managers , lots of documentation","Verified User Current Employee b******** Program Manager III - May 5, 2022",
4,It's been a good place for me,"Super competent colleagues, memegen, food and massages, travel to different offices around the world, internal mobility","It's a giant corporation, the most fun days are behind us at Google I fear. Becoming more conventional. In","Verified User Current Employee L** Senior UX Researcher - May 5, 2022",
5,Learn a lot about operational excellence,Learn from the sharpest minds about best practices and code style,There's a lot of red tape and bureaucratic guidelines for everything,"Verified User Current Employee r***** Software Engineer II - May 5, 2022",
5,Great work life balance,"Great culture, perks, mentor programs, many good internal tooling and interesting frameworks","Comp seems to be no longer very competitive, current high head count growth rate introducing growth pain, high director level churn rate","Verified User Current Employee Q****** Software Engineer - May 5, 2022",
5,WLB has been good.,The Work life balance is great.Smart people around you.,Larger ramping up time because most of the tools are in house.,"Verified User Current Employee A***** Software Engineer - May 5, 2022",
4,Great work life balance,Great work life balance and benefits. The pay is really good for my location even though it's not increasing as much as in the US,Culture and compensation keep getting worse every year. Leadership seems really missing,"Verified User Current Employee O***** Senior Software Engineer - May 5, 2022",
5,Great work life balance,Great set of infrastructures to power whatever you need to achieve.,Very little space/opportunity to make a large impact to get promoted.,"Verified User Current Employee y***** Senior Software Engineer - May 5, 2022",
4,"Don't fall for the hype, its good but nothing more.","Great culture, helpful people. Free food and good benefits for employees.","Slow promo for some, faster for others. Depends a lot on the team and poltics.","Verified User Current Employee b******** Software Engineer - May 5, 2022",
5,Great work life balance,Good mentorship for newcomers. A lot of opportunity to explore. The toolings are great,Slow promo; A very big org; Too big to navigate,"Verified User Current Employee l******** Software Engineer - May 5, 2022",
5,Lot of hard problems to solve and learn from,Lots of problems at scale to learn from gives good experience,Some technology is internal to Google so it is not helpful,"Verified User Current Employee 3***** Software Manager - May 5, 2022",
5,Great work life balance,"Great people salary and work life balance. Amazing technology, love the benefits.",Can be a bit political. People in the tech bubble can fall out of touch with the world.,"Verified User Current Employee q***** Software Architect - May 4, 2022",
5,"Great pay, great WLB within Ads",- 40 hours a week MAX- Very good comp- Amazing/Chill coworkers outside of HQ,- Slow time to launch- Lots of agreement meetings before pushing code,"Verified User Current Employee g********* Product Manager - May 4, 2022",
4,Good wlb but slow promo,Work life balance is good. Benefits are also very good,"You get promoted very slow, you have to wait for a certain time to promo","Verified User Current Employee R***** Software Engineer - May 4, 2022",
4,Good structures at massive scale,Highly talented people with a large spectrum of seniority. You will almost always have people to get general advice.,"Too obsessed with system that you cannot argue against. It is great when you agree with the system, but can feel like a large wall if you don't agree.","Verified User Current Employee F***** Software Engineer - May 4, 2022",
5,Good wlb,"Work life balance, smart people to work with all day","Promo, lots of politics and all that, slow projects to work on","Verified User Current Employee P***** Software Engineer - May 4, 2022",
5,Really depends on the pocket,"There are a lot of great orgs within Google, engineers are competent",Google could feel slow at a times. But in general great,"Verified User Current Employee F***** Software Engineer - May 4, 2022",
5,WLB is king,"Who doesn't love coasting? Obviously you need a supportive manager, but it's doable on tons of teams.",Promo process is rough and it requires a lot of luck to be on a team with good impact opportunity.,"Verified User Current Employee o***** Senior Software Engineer - May 4, 2022",
3,Not what I thought it would be,Being able to be flexible with work hours. Especially when working with people around the world,Legal policies limit what I can do. Constantly tip-toeing around policies and other teams' inputs is exhausting,"Verified User Current Employee a***** Marketing Associate - May 4, 2022",
4,Career growth is unnecessarily hard.,Work life balance is good in general. People are friendly. And the perks (not comp) are solid.,"Too many coasters and culture wars. Lack of vision, ambition and innovation. Career growth is a big function of being on the right train.","Verified User Current Employee B***** Software Engineer - May 4, 2022",
5,Best company,"Pros: comp, food, transportation, discounts and perks, great mission 👌",Very large company with lots of complexity to learn and understand,"Verified User Current Employee S***** Communications Manager - May 4, 2022",
4,Good WLB,Good WLB and good team mates around. Benefits are also good.,Hard to get promoted. Lowball offers these days. That's it.,"Verified User Current Employee n********* Software Engineer - May 4, 2022",
3,Great WLB with mediocre growth,- Great WLB- Decent Salary. From a general standpoint. Not comparing to to existing salaries that all tech companies are floating around.,- Huge learning curve.- Making an impact takes a long time.,"Verified User Current Employee P***** Senior Software Engineer - May 4, 2022",
4,Chill,ChillGood work life balanceGood infraGood place to start your career,Not great growthCompensation over the years seems to get worse,"Verified User Current Employee p********* Engineer - May 4, 2022",
5,"Great WLB, good culture",WLB is pretty goodComp is goodCulture is great,Company is very big now Comp is not the best,"Verified User Current Employee G********* Software Engineer - May 4, 2022",
4,Great WLB with too many ribbons to cut,"Great work life balance, many great coworkers and good technology stack to work with (although that also depends), simple problems solved, leaving the hard interesting problems to be tackled. The Immediate team is fantastic, both employees and leadership,","bureaucracy had grown soooo much in the last few years, changing the company from a fantastic place to work in to a large machine, really making you feel like you're working for a big us corp, too much corp speak from leadership, reporting chain is getting ridiculously long, with plenty of VPs and SVPs that need to have an input, slowing things down to a crawl... Constant leaks have eroded the open culture to the point where nobody says anything unless it's PR approved, making leadership updates somewhat sterile, benefits have been slowly but steadily disappearing with size, hard to do events anymore, both too many people and no budget really for doing anything","Verified User Former Employee s******* Engineer - May 4, 2022","About time to leave, been there for so long, time to explore what's outside of the walled garden"
5,One of the best to work for,Work life balanceChallenging scaleGreat perks and off work activities and infra,Slow promo processComp not up to par with other t1 companies,"Verified User Current Employee l******* Software Engineer - May 4, 2022",
4,"Great WLB and benefits, bad career growth, comp is ok",WLB is the best. Benefits is competitive. Internal transfer is good.,No career growth. Management sucks. Politics sucks. Lots of reorgs. Promo is too slow.,"Verified User Current Employee a***** Software Engineer - May 4, 2022",
5,A great overall company with things to iron out,"Google is a great company, and deserves the high ratings it gets here.Great WLB, strong benefits, and executive leadership seems to care about employees. The company isn't evil even as an insider which is a nice thing.","Where Google needs help is in career progression, and better management. Cloud in particular has a very large number of terrible Director+ people. Cronyism has really taken ahold of Cloud, and it will be tough to right the ship.In general the B players being hired all over cloud are hiring C players which is beginning to hurt growth.","Verified User Current Employee ツ**** Product Manager - May 3, 2022",
3,Pay good but is painfully slow and cumbersome,Good compGood wlb Decent collegesGood benefitsDecent autonomy,So much emphasis on design that it's cumbersome and impedingToo many tools that don't really do what you wantMany processes and checks that get in the way of doing simple work,"Verified User Current Employee u******** Software Engineer - May 3, 2022",
5,X,"High Cop, nice culture, good work life balance, nice cowork",Not really as I may be aware of. Seems a nice place.,"Verified User Current Employee j**** Engineer - May 3, 2022",
4,Great work life balance,"Work life balance, nice working environment, culture is good for me too.","Slow moving promotion, pace of career growth is also rather slow","Verified User Current Employee o***** Key Account Manager - May 3, 2022",
3,Great work life balance,Great work life balancePeople are nice Culture is good,Almost everyone is overqualified for their jobsNot much growth,"Verified User Current Employee g********* Sales & Business Development Manager - May 3, 2022",
5,Great company,"Great people, large scale work, and impact. Lots of free swag and fringe benefits.",Lower comp than competition and some people just coast. Becoming run by the bean counters and losing eng led principles.,"Verified User Current Employee m***** Product Manager - May 3, 2022",
5,Still a great company to work at,Benefits are still good. Smart people around and solid wlb,Weak leadership. Not the same Google of yesteryears. Benefits are getting diluted and the open culture is fading.,"Verified User Current Employee N***** Software Engineer IV - May 2, 2022",
4,Awesome company,Pretty much I liked everything from Compensation to benefits. Nice work life balance.,Not very competitive and compared to other companies towards compensation.,"Verified User Current Employee w***** Software Engineer I - May 2, 2022",
5,Company that cares; meaningful work life balance,Company cares about employees and makes a conscious effort to maintain that culture through growth.,Scaling up at warp speed with opportunity for thoughtfulness in approach,"Verified User Current Employee s**** Recruiting Manager - May 2, 2022",
2,Not great,"Free food, good office views, easy enough commute, can still wfh some days.","Chaotic, toxic team. Management won't help fix any of the issues.","Verified User Current Employee e***** UX Lead - May 2, 2022",
4,Great place with little organization.,"Freedom of thought, great people, and the ability to impact your work.",Unguided and fast pace at times. Lots of work on odd intervals.,"Verified User Current Employee P***** Customer Engineer - May 2, 2022",
4,"+Benefits, -Culture","Good payNice benefitsOk WLB, depending on the team","Down trending cultureGrowing bureaucracy, shrinking transparency Painful promo process","Verified User Current Employee D******* Software Engineer - May 2, 2022",
5,Great Place to Work,- Really cool interesting projects- Great Culture and WLB,- Hard to land huge impact projects- Slower movement on career,"Verified User Current Employee p***** Site Reliability Engineer III - May 2, 2022",
5,Great company and great WL balance,"Great culture, benefits, work life balance, and unique products to work on.",Where you get placed impacts your experience a lot. Google works on a lot of non mission critical projects.,"Verified User Current Employee u***** Product Manager - May 2, 2022",
4,Great team and comp/benefits and not toxic like Amazon,"I've been at Google less than a year but it's been great so far. Just in base salary, got a 38% raise over what those cheap jerks at Amazon were paying me. And that doesn't even count RSUs and bonus.A great work environment so far as well. Amazon's work environment (I was in InfoSec) was super toxic and people were heading for the door in droves when I was there, either fleeing to AWS Security or leaving.Work/life balance has been very good. My Google org doesn't have the expectation that you are available/working 24/7 and they want you to have a life so that's been nice.","I'm still a little new, so not a lot of downsides to report yet. Still in honeymoon phase of just how much better the place is, in every respect, to Amazon and how much better I've been treated overall at Google.A constant complaint brought up by folks though (myself included) is how slow Google has been with adjusting Austin comp to reflect current COL, which has gotten dramatically worse over the past couple of years. I planned on staying for the long haul, but depending on what does/doesn't happen with comp adjustments over the next year or two, I might jump again to get a bump in comp to bring me to market level.","Verified User Current Employee S******* Program Manager - May 2, 2022",
5,Good,Good wlb. Okay compensation. I feel like it is trending up.,Way More slackers. Management is out of touch some time.,"Verified User Current Employee b********* Software Engineer - May 2, 2022",
5,Great place to work,"Good culture, great technology, and a customer first approach to sales.","Getting a promotion can be incredibly difficult, especially in cloud.","Verified User Current Employee L***** Customer Engineer - May 2, 2022",
4,"Great place, becoming too corporate",* Amazingly smart people* Great name recognition* Freedom to innovate* Good level of autonomy,* Too many processes* Rules applied unevenly* Employee voices not being heard* Becoming very siloed,"Verified User Current Employee N********* Product Marketing Manager III - May 2, 2022",
4,Still a excellent place to work,"- Good work life balance, if you choose to. But if you are not self disciplined, you might end overloading work - Still among the best paying companies, especially outside the Bay Area.- Managers will do their best to make you feel comfortable","- Career growth is hard, you either play the promo game or stay at your level for longer. You might not have the opportunity to take bigger challenges because of either the lack of headcount, or too many people and too few projects.- Remote work is still not part of the culture.","Verified User Current Employee U***** Senior Software Engineer - May 2, 2022",
4,Some Pros Some Cons,"Great WLB, Culture, food, remote is also allowed for most",Slow career growth and Comp. Other companies have gone ahead,"Verified User Current Employee E***** Software Engineer III - May 1, 2022",
5,Good,"Great wlb, benefitsgood compsmart coworkersbrand value",Can be slowPay is less than top of market,"Verified User Current Employee 6******** Software Engineer - May 1, 2022",
3,Good wlb but not much growth,"Solid Internal tools, good management, smart colleagues (not sure about now)",Low salary and not much growth. It's a big company and promotion gets slow and frustrating,"Verified User Former Employee d***** Software Engineer III - May 1, 2022",Wanted better and wider scope. They didn't match my other offers.
5,"Great company to work overall. There are a few issues regarding compensation, rest all good.","Great food, great culture amongst teams. Hybrid work culture has nice flexibility.",Compensation issues are the only thing I can think of at the moment.,"Verified User Current Employee i****** Software Engineer III - May 1, 2022",
1,Good wlb but growth is limited,Good wlb. People around seem nice and respectful.Internal transfer options are good.,No growthCompensation sucks Perf is brokenWe now have the former Amazon comp guy who's ruining the company and no one's doing anything about it.,"Verified User Current Employee b********* Audio DSP Engineer - May 1, 2022",
5,Great place to chill,"No stress, high comp, mostly great people, good food in cafes","No vision anymore, no motivation, people converge to just average","Verified User Current Employee c***** Staff Software Engineer - May 1, 2022",
4,No career growth inside,Amazing work life balanceNice cultureEasily get help Good teammate,Progressing to l5 from l4 can take forever internally as there are too many people in the team,"Verified User Current Employee c***** Software Engineer - Apr 30, 2022",
4,Great work life balance,"Great work life balance, especially for people who have kids. Extremely supportive culture and leadership on taking time off during tough times",Most projects go really slow. Lots of dependencies. Promotions can take many years. Limited career growth.,"Verified User Current Employee v***** UX Designer - Apr 30, 2022",
4,"Good engineering, culture, and WLB (but very team dependent)","Great engineering culture Whimsical and fun, though less and lessTons of people to learn from",Slow growthBureaucracy WLB can be very team dependent unfortunately,"Verified User Current Employee S**** Software Engineer - Apr 30, 2022",
4,Respect for personal life,Many managers are empathetic about life circumstances and will not count bad things against you. Great compensations too,Too much internal tooling and massive overhead. Very little chance to meaningfully communicate with skip-level managers and engineers,"Verified User Current Employee p******* Software Engineer - Apr 30, 2022",
5,Safe and stable,great people to work withWLBlearn how to build systems at scale,promotion velocityslow decision makinglack of consistent strategy for some areas of Cloud,"Verified User Current Employee c***** Engineering Manager - Apr 30, 2022",
4,"Great for stability, but has lots of big company problems now",* WLB is great!* Compensation is competitive in my field,* Innovation is dragged down by bureaucracy* Hiring bar has decreased over time,"Verified User Current Employee x***** Data Scientist - Apr 30, 2022",
4,Great WLB,Some of the best WLB you'll get in the industry!,"Compensation has been fairly uncompetitive lately, which has led to a lot of attrition.","Verified User Current Employee z***** Product Manager - Apr 29, 2022",
4,Not bad,"good work life balance, relatively good management compared to other companies, sense of culture","compensation lagging behind the market, career growth is questionable and unsure about transferrable skills","Verified User Current Employee M***** Software Engineer - Apr 29, 2022",
4,"Great wlb, good tech stack","Wlb is good, work ethic is mostly good. Good interesting work, lots of flexibility to choose what to work on, changing teams or location is a piece of cake",Comp not to market standardsToo much bullshit corpspeak by managementPromo process is far too tedious,"Verified User Current Employee R***** Senior Software Engineer - Apr 29, 2022",
4,Good WLB and comp (if you negotiate) but slow career groowth,Good comp if negotiated hardGreat & smart peersGreat problems to solve,Slow career growth if you're not pushy/smart with team and role,"Verified User Current Employee k***** Software Engineer - Apr 29, 2022",
5,Great Work/Life Balance,Competitive PayAn actual balance between work and life (systems are in place to better help this and people abide by it)Eligible to work remotely,Working remote outside the bay may involve a pay cut,"Verified User Current Employee V***** Senior Motion Designer - Apr 29, 2022",
4,"Lagging compensation, but good work life balance",I've only had good managers who respect me. Insurance is amazing for trans people.,Bonuses and pay growth doesn't feel competitive compared to other companies,"Verified User Current Employee D***** Software Engineer IV - Apr 29, 2022",
4,"Good WLB, poor salary","Me team has Good coworkers, and a good work life valances","Compensation is below FAANG level, despite claims by management of otherwise","Verified User Current Employee l*** Staff Software Engineer - Apr 29, 2022",
5,Noogler in YouTube S&O,- impactful and meaningful work- perks (who doesn't love free food)- visa / green card sponsorship,- onboarding is messy with thousand of ppl coming back to office - training for non-tech is not always well organized,"Verified User Current Employee s********* Sales Strategy & Operations Analyst - Apr 29, 2022",
5,Good culture and exposure to top notch distributed systems,Good culture Exposure to top notch distributed systemsEngineering friendly and developer centricGood benefits Competitive pay,"Slow career growthCompensation not best in industry, not for TC chasersVery few teams are remote friendly","Verified User Current Employee b********* Senior Software Engineer - Apr 29, 2022",
5,Great WLB,- smart people - lot of library and community support,"- slow career growth- lot of smart slackers- most problems are already solved, you're putting pieces together","Verified User Current Employee n***** Senior Software Engineer - Apr 29, 2022",
5,Great WLB,Rarely work more than 6 hours a day while fully remote.,Slow for career growth and perf season is stressful for most,"Verified User Current Employee i***** Software Engineer - Apr 29, 2022",
3,"Overall, a great place to work.",1. Great culture.2. Perks and benefits.3. Flexibility in work timings.4. Good food.5. Lots of resources to elevate learning.,"1. Compensation seems to be low.2. Google uses its own techs internally, so it might be difficult to transfer knowledge or skills outside of Google.3. Everything seems to be moving too slow.4. Expectations for promo or getting a good rating seems to vary across teams a lot - the point is in some teams giving some minimal efforts might lead to getting high ratings in contrast to some teams where even doing some great work or giving high efforts can make you feel like you have not done much.","Verified User Current Employee t******** Software Engineer II - Apr 29, 2022",
5,Good wlb with decent pay,Work life balanceCompFood + lots of swag,Lots of tech debt on certain teamsCan be slow to change,"Verified User Current Employee i***** Software Engineer - Apr 29, 2022",
5,"Higher pay than most other GA jobs, interesting but tough issues, long hours","Higher pay Smart, accomplished colleagues Interesting topics Impactful position with a clear mandate",No work life balance Generally difficult due to anti big tech environment.,"Verified User Current Employee v***** Policy Manager - Apr 29, 2022",
5,A good place to start. A great place to retire. But not the best place to maximize salary.,"Great people, top-notch benefits, good work (depending on the team), ease of horizontal movement, and decent pay. Its really a great place to learn.","Teams and managers are hit or miss. Its important to do your research prior to joining a team. In my personal experience, team attrition has been quite awful and caused many issues for those who remained. This roots from folks leaving immediately after a recent promotion. This is only problematic when multiple people get promoted in the same cycle and a large percentage of your team leaves a month apart from one another.","Verified User Current Employee v***** Software Engineer - Apr 28, 2022",
5,Best tech company,"Tons of compute to play with, best in the world tech infrastructure, and talented people everywhere.",Can be difficult to get promoted internally. Non revenue making projects can feel detached from reality.,"Verified User Current Employee S***** Software Engineer - Apr 28, 2022",
5,Google is amazing but comp is low,Great culture and people. Food is amazing and coffee is great,Low comp relative to other companies . Promo difficult and underleveling,"Verified User Current Employee G***** Data Scientist - Apr 28, 2022",
3,From an experienced POV,Great WLBCan apply to work remotelyOtherwise go to office only 3 days/weekGreat for early career/learningPrestigeOffice food usually good (many options depending on campus),"Culture is no longer what it used to be back when Google was smallerGooglegeist (Google's all hands) is mainly corporate PR and is a pointless eventSlow moving and a lot of bureaucracyA lot of Google specific technologies, difficult to transfer skills outside of GoogleTop performance and promo pay is not competitive with almost every other company that pays well.I'm actively looking for another job so I can attempt to get a retention offer. The pay is demotivating.","Verified User Current Employee t***** Senior Software Engineer - Apr 28, 2022",
3,Great Work Life Balance,"The work life balance is great, and the perks are fantastic.",There is not great opportunity for career growth as an application engineer.,"Verified User Current Employee n***** Applications Engineer II - Apr 28, 2022",
4,Good culture and majority of ppl are well intended,"Good peers, strong fundamental with potential of high growth as a company. Many internal mobility","You will eventually successful if you work hard and smart, but that doesnt mean they are good at panelizing those who game the system and culture and be selfish","Verified User Current Employee Q*** Strategy & Business Development - Apr 28, 2022",
4,Benefits and perks still one of the best,Great benefits and amazing 401k matching. Decent comp. Great perks.,Career growth (aka promos) can be a hit or a miss (mostly a miss),"Verified User Current Employee s********* Software Engineer III - Apr 28, 2022",
5,Amazing opportunity amongst supreme talent,CompensationBenefits / perks TalentOpportunities Exciting workGetting to see and demo emergent tech,BureaucracyHard to prove impactToo much energy/importance on perf,"Verified User Current Employee y***** Interaction Designer - Apr 28, 2022",
4,Good work life balance,Good work life balance. Great company culture. Very good internal tools. Great established process for performance review and promos.,Lowish compensation compared to other top tech companies. Things don't move as fast as other places.,"Verified User Current Employee v***** Software Engineer III - Apr 28, 2022",
4,Great company,"Working with smart people, good benefits, good food, allows remote work.",Pay has not kept up with the industry.WLB depends on the group.,"Verified User Current Employee a******* Senior Software Engineer - Mobile - Apr 28, 2022",
4,"Great culture, but slow pace","Great culture, kind and smart people, brand everyone loves, huge scale, great support and benefits during Covid","Slow to execute, not as innovative as it used to be","Verified User Current Employee X***** Product Manager II - Apr 28, 2022",
5,Great people,"Great people, there are always people that are smarter and more knowledgeable that you can learn from","Weak leadership, the current CEO has been indecisive on many critical issues and instead decisions are being delegated to inexperienced or incompetent execs in a large corporation style GM structure.","Verified User Current Employee H********* Software Engineer - Apr 28, 2022",
5,Good culture,Mature leadership Wlb is good Good benefits Nice offices Good onboarding,Low comp compared to FAANG Rto pressure Maybe too top down in some orgs,"Verified User Current Employee u********* Product Manager, Technology - Apr 28, 2022",
5,Good company in general,"Green card on first day, good culture, work life balance","Limited promotion opportunities, compensation is not so competitive any more","Verified User Current Employee b******** Software Engineer - Apr 28, 2022",
5,Great work life balance.,Great work life balance. People are very nice - much much nicer than most other companies.,Work can be boring at times. Work from home not allowed.,"Verified User Current Employee n***** Software Engineer - Apr 27, 2022",
5,Great tech,- interesting work at large scale- amazing internal tools,- tools learned internal don't translate outside- perf twice a year- comp low especially after 4 year cliff,"Verified User Current Employee G***** Senior Software Engineer - Apr 27, 2022",
4,Great wlb,"pretty good wlb, stable stock, easy to get offer,","low pay, slow promo, slow pace, reorg everywhere, bad management in some orgs","Verified User Current Employee m***** Software Engineer - Apr 27, 2022",
5,Can't find a better place for beginners,"Really low expectation for people with little or no experience. Limited scope, WLB okay.",Maybe feel a bit isolated as different people work on very different projects,"Verified User Current Employee o***** Software Engineer - Apr 27, 2022",
5,Hard to complain,People and compensation are good. Interesting work is there if you look for it.,"On large teams or established products, there is more legacy infrastructure and bureaucracy, and it's hard to get much done fast.","Verified User Current Employee D***** Software Engineer III - Apr 27, 2022",
5,Nice culture,"Nice culture, good work life balance. Fast green card processing.","Compensation is not impressive, promo takes some time. Internal tools are different from the open source world.","Verified User Current Employee i***** Software Engineer IV - Apr 27, 2022",
5,Love it here!,"$$$ -- base salary and stock are amazingCo workers are humbly brilliant and niceExcellent company cultureInsane perks -- free food, covid tests, scooters, gyms",Advancement can take longer because everyone is great at their job,"Verified User Current Employee l***** Program Manager - Apr 27, 2022",
4,Cool place to retire,"Great wlb,Great tools,Great people,Free food,Nice offices","Slow promo, compensation could be better, leadership is kinda clueless","Verified User Current Employee L******** Software Engineer - Apr 27, 2022",
4,Great door opener,"Lots to learn, world class colleagues, get to solve problems at a scale seen at few other places",Has become very corporate and less fun and startuppy. Fun events feel forced.,"Verified User Current Employee n***** Software Engineer - Apr 27, 2022",
5,Great work life balance,1. Great work life balance and perks2. Smart and collaborative coworkers3. Fantastic computing infrastructure,1. Organization complexity common in many large tech companies2. Things may look moving slow and mildly chaotic due to #1,"Verified User Current Employee j***** Data Scientist - Apr 27, 2022",
4,Politics and lack for good projects can outweigh the benefits and WLB,"Benefits and Comp is fair. WLB is good and if you want to slack, you can aka Rest and Vest","Internal PoliticsPerception is more important than work. Most teams and individuals build perceptions, not products.","Verified User Current Employee g********* Software Engineer - Apr 27, 2022",
4,Great work life balance,Excelent culture. Everybody is worried about helping others and thriving,I have not found cons yet due to I'm quite new,"Verified User Current Employee c***** Enterprise Cloud Architect - Apr 27, 2022",
4,Great work life balance but hard to get promoted,Work life balance is hard to compare to any other company. It is hard to get other people to do their jobs because of the culture and work life balance.,"If you're a hard charger and want to work your way up the ladder fast, this isn't the place for you. There are minimum years of tenure needed per level so even if you're outstanding, you're probably going to be blocked for an early promo.","Verified User Current Employee 5********* Technical Account Manager I - Apr 27, 2022",
5,Not much room or many projects to grow but great WLB.,"Great people, great work life balance. Code review is strict and code quality is good.",It's getting harder and harder to get promoted. Total compensation is less competitive compared to other companies.,"Verified User Current Employee P***** Software Engineer - Apr 27, 2022",
5,Good work balance and office conditions,"Smart people, fun culture, great brand, good perks, and a sense that the potential is still exciting","Very competitive and cliquey, tenured leads with favourites and promotes people who don't rock the boat but say yes to whatever the VP says. It's unhealthy and leads to big blind spots.","Verified User Current Employee i***** Director, Marketing - Apr 27, 2022",
4,Great work life balance,"Good culture , good food, great work place. Lot of flexibility",Too early to say will take some time to see,"Verified User Current Employee Q***** Engineer - Apr 27, 2022",
4,Great wlb & culture,"Great work life balance, respectful culture, focus on long term growth.","Low compensation, down leveling, and long promotion process, lots of internal tools.","Verified User Current Employee z***** Software Engineer - Apr 27, 2022",
4,"Great WLB, benefits, culture - but grown too large","Provides great work spaces and food, solid compensation and benefits (roughly 85th percentile for comparable big-company roles in the local market), Googley culture at the team scale, and takes care of employees.One gets to work with smart people, use a comprehensive suite of great development tools and production infrastructure, solve problems and scale the largest of systems, while making use of a a wealth of training available and skills to learn. One can always find variety and novelty in the projects to work on, skills to learn, and leadership development opportunities are there for the taking.","My diagnosis is that Google has grown too big, and didn't quite solve the human coordination problem. It's over 100k full-time employees and over 200k contract/TVC, the cize of a small city, if you can imagine the city council (managers) numbering 40k.Alignment meetings and planning have become substantial overhead, with most worthwhile changes require multiple team buy-in, roadmaps 3-6 months in advance and multi-quarter implementations. SRE teams are sometimes spread thin enough to make deep technical contributions infeasible, so the path to higher-levels is almost always for driving large programmes, rather for primarily-technical contribution/leadership.Leadership only talk in press-release corpspeak under the assumption that most of it will indeed be leaked to the press. Leaders won't take a stand on anything, since with 300k employees any kind of definite statement will anger at least a few thousand people. As a result, the don't be evil motto has become something like try to keep the outrage down to an acceptable level of grumbling - it could be worse, but it's not very inspiring.It's not bad, you just won't find fast implementations, focused missions or strong values, at least not any more.","Verified User Current Employee g***** Site Reliability Engineer - Apr 27, 2022",
5,Good benefits,"Good benefits, high refresher.Cafe is awesome. Lots of internal tool for development.",Politics. Compensation getting worse in recent years.New hire has higher base than existing employees.,"Verified User Current Employee s********* Software Engineer - Apr 26, 2022",
5,Great working culture,Flexible working hours. Free food and big campus. People are all friendly.,Need to meeing at night due to cross country cooperation.,"Verified User Current Employee w***** CAD Engineer - Apr 26, 2022",
4,"I'm still enjoying it, for the most part","Still a decent reputation as far as the tech companies go. There are some legitimately decent people here.Also, a Union you can join.",It has built up so much institutional rot that it's hard day to day to not encounter some inscrutable corporate nonsense policy or change.There is also the high chance that anything you work on could shut down without notice.,"Verified User Current Employee s******** Senior Software Engineer - Apr 26, 2022",
5,Would stay for another few years,Great perks and good culture in general. Good work life balance.,Org structure can be messy in some teams. Different PAs are somewhat disconnected,"Verified User Current Employee D***** UX Research - Apr 26, 2022",
4,"Good work life balance, clueless mgmt",Best wlb you can find within the comp bandGood benefitsMore stable?,"Low compMgmt are somewhat clueless, they feel they are in control and visionary but in fact they are just riding on a cash cow","Verified User Current Employee g****** Senior Software Engineer - Apr 26, 2022",
5,"Good team, great benefits",Cutting edge technology; great benefits; free food; tons of other perks,Slow careee growth; not paying as it use to; large company can have you lost,"Verified User Current Employee C***** Program Manager - Apr 26, 2022",
5,"Great company to work, a lot of opportunities",Work life balanceBenefitsGood salaryI can choose from a lot of different teams,Depends if the team can be a lot of micromanagement,"Verified User Current Employee w***** Product Designer - Apr 26, 2022",
4,"Great company, lots of politics","Amazing talent, good vibes and lot's of people super eager to help at anytime.",Politics are huge and seem to get even sure the higher the level is.,"Verified User Current Employee a***** Data Analyst - Apr 26, 2022",
