Rating,Description,Pros,Cons,Author Info,Resignation Reason
4,"Not perfect, but interesting work","- Overall company outlook is extremely positive. - You get to work on some of the most interesting things you'll probably ever work on, solving some tough and unique problems- ICs are a good crowd - lots of smart, driven people to learn from- Comp and benefits are pretty good. Committed to pay equity and fully remote-first culture. People and Security teams seem to really care about you. - Some good exec hires recently ","- WLB is nonexistent. Lots going on at once so you have to learn to manage your days to avoid burnout. - Very little room for career growth. Managers seem more interested in getting more done and squeezing more out of you than growing/rewarding good talent and investing in people. Most managers/directors are unnecessary. - Diversity especially in product/eng/design is nonexistent and doesn't seem on track to change (gender, ethnicity, work background etc). We say we care on paper, but management all looks the same so they don't actually make any changes. - Some politics, varies by level. Gets annoying to deal with when you just want to get things done. ","Verified User Current Employee  L*****  Product Manager - Jan 21, 2021  ",
4,"WLB varies from team to team, and the field is interesting ","The career track for the engineering got reviewed lately. Also, the company is hiring aggressively. So, you can expect more career opportunities with possible title inflation soon. The executive and management chain got a lot of new faces, mostly ex-Googlers. So, there is a heavy investment on the hiring and retaining the talent. The field itself is interesting and demanding fresh minds. If you are looking for a new challenge it will be a good company to work for. The company is on track to become public. It is possible to get a good return from your RSUs. ","For the engineering folks: Lots of tech debt that you will face. It is nothing new for any engineer joining a pre-IPO company, but get ready to pay the price of the compromises to take the products and revenue to that levels. Depending on the team that you join WLB can be tricky, try to get the sense from how crazy the hiring manager looks (do your own due diligence: ask the folks inside, do a background check on the team/manager if possible, ask on Blind about the team). Priorities change a lot. Be ready to tackle multiple things in a short period of time. This can be both pro and con depending on your personality. Overall I encourage working for Coinbase. ","Verified User Current Employee  b*********  Engineer - Jan 20, 2021  ",
5,Good,"Good compensation and benefits, exciting industry to be a part of ",growing really fast and some teams and orgs are meh,"Verified User Current Employee  d*********  Software Engineer - Jan 19, 2021  ",
4,Good Engineering Culture,"It was a bit late to join Coinbase in 2020, still a lot upside IMHO.Engineering wise, it seems good - a lot of really good engineers here. Company is growing rapidly, so a lot of new folks here. Engineering managers are not that strong, some of them lack experience.","Benefits are not superior, but good for pre IPO company. Wish they give more RSU initial grant, however refreshers seem good. ","Verified User Current Employee  b*****  Senior Software Engineer - Jan 5, 2021  ",
5,"Great WLB, good career growth, good comp","Great WLB depending on your team, great career growth (maybe depending on your manager), good compensation",remote first environment (may be a pro or con depending on how you look at it),"Verified User Current Employee  b********  Software Engineer - Dec 24, 2020  ",
5,Great work life balance,Really good work life balance and basically everything I expected.,no real downside to discuss about this company at the moment.,"Verified User Current Employee  C********  IT Administrator - Dec 20, 2020  ",
5,Great so far,"Great culture, co-workers I enjoy working with and am excited for the future. ",Some turnover in management but the leaders in engineering now seem like a strong fit. They have a lot of the traits that I've seen in good leaders.,"Verified User Current Employee  D********  Software Engineer - Dec 19, 2020  ",
4,"Cool area, profitable, but bad leadership and career development",- Exciting space- Huge upside if we do things right- Fast growth with a lot of challenges and opportunities for learning- Ok compensation for a non-public company,"- Leadership is not very good: we are doing 100 different things, frequent reorgs and large product changes/merges/splits is causing a ton of waste- Bad eng culture: we didn't have eng leadership for very long and the quality of output is pretty bad across the board- Most teams are understaffed which doesn't help quality - Promotions are fairly random- The need for security and the relatively bad Infra tooling make launching new projects fairly hard","Verified User Current Employee  j*******  Engineering Manager - Dec 14, 2020  ",
5,Been with CB for several years. Very fast-paced and always in hyper-growth mode.,"Smart people, kind culture, always evolving. Working on the most advanced technology.",The pace can be too much for some. Not the place for someone who wants to sit back and relax.,"Verified User Current Employee  Y*****  Engineer I, Software Development & Engineering - Dec 12, 2020  ",
4,exciting company,"upside, fast pace, opportunity to learn, many great crypto minds","tough work life balance, general growing pains as company scales","Verified User Current Employee  G*****  Software Engineer - Dec 10, 2020  ",
3,"Not bad, can be better","Opportunity is there if you want to grow your career, most managers will help you succeed",Comp is on the lower end compared with its peers. Work life balance during most of the year does not exist,"Verified User Current Employee  o*****  Software Engineer - Dec 6, 2020  ",
4,Great place to learn and grow,- Great place to learn and grow in emerging crypto industry. - Fast paced work culture; less bureaucratic- Plenty of upside as crypto becomes more mainstream,- People come and go; poor retention- Political culture; performance management needs to improve- Mediocre compensation in non-tech teams,"Verified User Current Employee  b*****  Technology Manager - Dec 5, 2020  ",
5,Has its challenges but incredibly rewarding,"If you want to join a company that is genuinely trying to make a mark on the world, this is it. Culture is evolving but definitely getting better over time as lessons are being learnt. Work happens at breakneck speed but management understands that fairly well. This is easily where I want to spend my next 5 years. And I've worked at FAANG before and never said that.","Requires patience at times. People do tend to get emotional at times, but everyone tries to be professional. Gets a lot of negative press which can be a bit discouraging","Verified User Current Employee  E*****  Software Engineer II - Dec 1, 2020  ",
4,Pretty good,"- work is interesting, esp if you're into finance and/or crypto- promising time to join","- comp can be better- retail eng is a bit of a joke, mainly caused by a really junior eng director that doesn't know what he's doing","Verified User Current Employee  z*****  Senior Software Engineer - Nov 25, 2020  ",
4,smart ppl to work with,"smart people, huge growth opportunities, great perks and benefits, lol 10 words","Top down decisions, not much liquidity as not public yet","Verified User Current Employee  c*****  Engineer - Nov 24, 2020  ",
3,great place to work at if you're into crypto,The benefits and perks are nice.  Coworkers are smart and friendly.,WLB can be rough at times.  Decisions seem to be very top down.,"Verified User Current Employee  X*****  Software Engineer - Nov 20, 2020  ",
5,Good overall company,"Fast paced, leadership cares about employees and overall I think the people who work there genuinely believe their work is meaningful and impactful ","Possibly WLB depending on the team, and it's also a smaller company in general","Verified User Current Employee  F*****  Software Engineer - Nov 3, 2020  ",
3,Everything depends on team/manager,Good growth and learning opportunities because it's growing so much so quickly Pay is good: comparable to peers and no negotiation needed,No negotiation for pay. Pay bumps entirely based on promos which are never secure and somewhat random. Definitely harder if you have a rookie manager who is unsupportive (and most managers are new and gatekeep promos)Most managers are not trained in people management.,"Verified User Current Employee  z*****  Engineer - Nov 2, 2020  ",
3,good place to be if you're into crypto,good compensation; friendly coworkers; nice benefits; some very smart people in the company,poor work-life balance; can be pigeon-holed into doing the same things; questionable culture,"Verified User Current Employee  i*****  Software Engineer - Oct 24, 2020  ",
4,Fun place to work,- good wlb- great people and fun place to work,- unfortunately the total compensation is on the lower end,"Verified User Current Employee  X*****  Software Engineer - Oct 24, 2020  ",
5,"Good comp, interesting work","Lots of interesting work, good comp, great management on my team.  Fair refreshers, decent career growth opportunities.","WLB can be fairly team dependant, overall not bad though.","Verified User Current Employee  j*****  Software Engineer - Oct 23, 2020  ",
3,Average company - nothing special,-good wlb for non-managers-compensation is median for Bay Area,"-wrong people get promoted and rewarded-to get promoted , you have to be political ","Verified User Current Employee  t********  Senior Software Engineer - Sep 27, 2020  ",
4,Good company,Great people. Solid company especially if you believe in the future of crypto.,Feels like we move slow compared to competitors (eg. Binance),"Verified User Current Employee  c*****  Software Engineer - Sep 18, 2020  ",
4,exciting future ahead,"Really smart, motivated company. Great mission that could really change people's lives for the better. Very fast moving space with lots of interesting things going on. Good training for employees ","We should increase focus on new initiatives that could turn into the next 1B thing. The industry moves quickly and we need to keep up. Wlb could improve. It's not terrible but not great either.Benefits should improve (401k match, maternity leave, etc)","Verified User Current Employee  0***  Product Manager - Sep 17, 2020  ",
3,"Lots of smart talented people, no WLB",- Smart people- Best company in crypto- Decent pay and benefits,"- Competitive work environment- No WLB- No clear vision for the company- Lots of turnover, low retention","Verified User Current Employee  u********  Software Engineer - Sep 14, 2020  ",
